,boosting,time,size
0,500.0,2.3469972610473633,6825605
1,500.0,2.188065767288208,6825605
2,500.0,2.2250001430511475,6825605
3,500.0,2.2156147956848145,6825605
4,500.0,2.19059681892395,6825605
5,500.0,2.2651398181915283,6825605
6,500.0,2.158109664916992,6825605
7,500.0,2.1330485343933105,6825605
8,500.0,2.14399790763855,6825605
9,500.0,2.152069091796875,6825605
10,1526.3157894736842,2.155001163482666,6825605
11,1526.3157894736842,2.073669195175171,6825605
12,1526.3157894736842,2.288559675216675,6825605
13,1526.3157894736842,2.198046922683716,6825605
14,1526.3157894736842,2.149563789367676,6825605
15,1526.3157894736842,2.160999298095703,6825605
16,1526.3157894736842,2.143566846847534,6825605
17,1526.3157894736842,2.1235287189483643,6825605
18,1526.3157894736842,2.1345508098602295,6825605
19,1526.3157894736842,2.1095802783966064,6825605
20,2552.6315789473683,2.1571133136749268,6825605
21,2552.6315789473683,2.133558511734009,6825605
22,2552.6315789473683,2.1515557765960693,6825605
23,2552.6315789473683,2.1040585041046143,6825605
24,2552.6315789473683,2.111539840698242,6825605
25,2552.6315789473683,2.2035295963287354,6825605
26,2552.6315789473683,2.1309993267059326,6825605
27,2552.6315789473683,2.1091368198394775,6825605
28,2552.6315789473683,2.1700005531311035,6825605
29,2552.6315789473683,2.1020214557647705,6825605
30,3578.9473684210525,2.0960021018981934,6825605
31,3578.9473684210525,2.168093204498291,6825605
32,3578.9473684210525,2.191535711288452,6825605
33,3578.9473684210525,2.2915866374969482,6825605
34,3578.9473684210525,2.1080000400543213,6825605
35,3578.9473684210525,2.1419997215270996,6825605
36,3578.9473684210525,2.1715824604034424,6825605
37,3578.9473684210525,2.3225884437561035,6825605
38,3578.9473684210525,2.1641664505004883,6825605
39,3578.9473684210525,2.2046098709106445,6825605
40,4605.263157894737,2.320657730102539,6825605
41,4605.263157894737,2.3060014247894287,6825605
42,4605.263157894737,2.1721205711364746,6825605
43,4605.263157894737,2.2515084743499756,6825605
44,4605.263157894737,2.277585983276367,6825605
45,4605.263157894737,2.1930010318756104,6825605
46,4605.263157894737,2.261026620864868,6825605
47,4605.263157894737,2.17699933052063,6825605
48,4605.263157894737,2.2656092643737793,6825605
49,4605.263157894737,2.3490257263183594,6825605
50,5631.578947368421,2.2655746936798096,6825605
51,5631.578947368421,2.320028305053711,6825605
52,5631.578947368421,2.277083158493042,6825605
53,5631.578947368421,2.312000274658203,6825605
54,5631.578947368421,2.233095407485962,6825605
55,5631.578947368421,2.2921111583709717,6825605
56,5631.578947368421,2.3760170936584473,6825605
57,5631.578947368421,2.1935160160064697,6825605
58,5631.578947368421,2.3730688095092773,6825605
59,5631.578947368421,2.9676060676574707,6825605
60,6657.894736842105,2.656559705734253,6825605
61,6657.894736842105,2.2245569229125977,6825605
62,6657.894736842105,2.2000229358673096,6825605
63,6657.894736842105,2.1740782260894775,6825605
64,6657.894736842105,2.2440407276153564,6825605
65,6657.894736842105,2.746124505996704,6825605
66,6657.894736842105,2.669212579727173,6825605
67,6657.894736842105,2.671682357788086,6825605
68,6657.894736842105,2.642179012298584,6825605
69,6657.894736842105,2.798063278198242,6825605
70,7684.210526315789,2.868685245513916,6825605
71,7684.210526315789,3.0321624279022217,6825605
72,7684.210526315789,2.8610496520996094,6825605
73,7684.210526315789,2.667381763458252,6825605
74,7684.210526315789,2.6510002613067627,6825605
75,7684.210526315789,2.6666955947875977,6825605
76,7684.210526315789,3.3786802291870117,6825605
77,7684.210526315789,3.041149377822876,6825605
78,7684.210526315789,2.717076063156128,6825605
79,7684.210526315789,3.0640251636505127,6825605
80,8710.526315789473,2.9840505123138428,6825605
81,8710.526315789473,3.0207579135894775,6825605
82,8710.526315789473,3.2819111347198486,6825605
83,8710.526315789473,2.990838050842285,6825605
84,8710.526315789473,2.918311834335327,6825605
85,8710.526315789473,2.8860268592834473,6825605
86,8710.526315789473,2.8749520778656006,6825605
87,8710.526315789473,2.761537551879883,6825605
88,8710.526315789473,2.5941262245178223,6825605
89,8710.526315789473,2.7395241260528564,6825605
90,9736.842105263157,3.3011646270751953,6825605
91,9736.842105263157,3.103060245513916,6825605
92,9736.842105263157,2.871793031692505,6825605
93,9736.842105263157,3.2610654830932617,6825605
94,9736.842105263157,3.0080409049987793,6825605
95,9736.842105263157,3.000999689102173,6825605
96,9736.842105263157,2.6577069759368896,6825605
97,9736.842105263157,2.2566068172454834,6825605
98,9736.842105263157,2.2682318687438965,6825605
99,9736.842105263157,2.217024564743042,6825605
100,10763.157894736842,2.4975643157958984,6825605
101,10763.157894736842,2.4720523357391357,6825605
102,10763.157894736842,2.269047260284424,6825605
103,10763.157894736842,2.3045592308044434,6825605
104,10763.157894736842,2.159069299697876,6825605
105,10763.157894736842,2.1849942207336426,6825605
106,10763.157894736842,2.241067886352539,6825605
107,10763.157894736842,2.3089993000030518,6825605
108,10763.157894736842,2.181556463241577,6825605
109,10763.157894736842,2.310000419616699,6825605
110,11789.473684210527,2.22306489944458,6825605
111,11789.473684210527,2.1799986362457275,6825605
112,11789.473684210527,2.1976075172424316,6825605
113,11789.473684210527,2.2585339546203613,6825605
114,11789.473684210527,2.410144329071045,6825605
115,11789.473684210527,3.1740243434906006,6825605
116,11789.473684210527,2.7820661067962646,6825605
117,11789.473684210527,2.253000259399414,6825605
118,11789.473684210527,2.1600406169891357,6825605
119,11789.473684210527,2.2570667266845703,6825605
120,12815.78947368421,2.153083324432373,6825605
121,12815.78947368421,2.135999917984009,6825605
122,12815.78947368421,2.1405346393585205,6825605
123,12815.78947368421,2.1779990196228027,6825605
124,12815.78947368421,2.2475926876068115,6825605
125,12815.78947368421,2.157999038696289,6825605
126,12815.78947368421,2.209536075592041,6825605
127,12815.78947368421,2.2051429748535156,6825605
128,12815.78947368421,2.2095367908477783,6825605
129,12815.78947368421,2.2116293907165527,6825605
130,13842.105263157893,2.2679977416992188,6825605
131,13842.105263157893,2.1401023864746094,6825605
132,13842.105263157893,2.228001356124878,6825605
133,13842.105263157893,2.192538022994995,6825605
134,13842.105263157893,2.11299991607666,6825605
135,13842.105263157893,2.1670732498168945,6825605
136,13842.105263157893,2.2645843029022217,6825605
137,13842.105263157893,2.226022958755493,6825605
138,13842.105263157893,2.161998987197876,6825605
139,13842.105263157893,2.186020612716675,6825605
140,14868.421052631578,2.254023790359497,6825605
141,14868.421052631578,2.4565932750701904,6825605
142,14868.421052631578,2.4790241718292236,6825605
143,14868.421052631578,2.4360294342041016,6825605
144,14868.421052631578,2.3519985675811768,6825605
145,14868.421052631578,2.3515853881835938,6825605
146,14868.421052631578,2.4410009384155273,6825605
147,14868.421052631578,2.423116683959961,6825605
148,14868.421052631578,2.3256947994232178,6825605
149,14868.421052631578,2.45419979095459,6825605
150,15894.736842105263,2.3239994049072266,6825605
151,15894.736842105263,2.4851033687591553,6825605
152,15894.736842105263,2.35204815864563,6825605
153,15894.736842105263,2.408535957336426,6825605
154,15894.736842105263,2.5156824588775635,6825605
155,15894.736842105263,2.6295557022094727,6825605
156,15894.736842105263,2.5105936527252197,6825605
157,15894.736842105263,2.475067377090454,6825605
158,15894.736842105263,2.2389988899230957,6825605
159,15894.736842105263,2.167017698287964,6825605
160,16921.052631578947,2.226999282836914,6825605
161,16921.052631578947,2.3765640258789062,6825605
162,16921.052631578947,2.226999521255493,6825605
163,16921.052631578947,2.4085891246795654,6825605
164,16921.052631578947,2.533079147338867,6825605
165,16921.052631578947,2.421998977661133,6825605
166,16921.052631578947,2.315000295639038,6825605
167,16921.052631578947,2.249098062515259,6825605
168,16921.052631578947,2.5231025218963623,6825605
169,16921.052631578947,2.340564250946045,6825605
170,17947.36842105263,2.2389981746673584,6825605
171,17947.36842105263,2.3620901107788086,6825605
172,17947.36842105263,2.4050495624542236,6825605
173,17947.36842105263,2.2640199661254883,6825605
174,17947.36842105263,2.2870471477508545,6825605
175,17947.36842105263,2.277104377746582,6825605
176,17947.36842105263,2.249999523162842,6825605
177,17947.36842105263,2.1930296421051025,6825605
178,17947.36842105263,2.3145837783813477,6825605
179,17947.36842105263,2.274021625518799,6825605
180,18973.684210526313,2.2290005683898926,6825605
181,18973.684210526313,2.25699520111084,6825605
182,18973.684210526313,2.4720568656921387,6825605
183,18973.684210526313,2.337022304534912,6825605
184,18973.684210526313,2.1860005855560303,6825605
185,18973.684210526313,2.2640249729156494,6825605
186,18973.684210526313,2.246532678604126,6825605
187,18973.684210526313,2.172041654586792,6825605
188,18973.684210526313,2.2185380458831787,6825605
189,18973.684210526313,2.1820006370544434,6825605
190,20000.0,2.279557228088379,6825605
191,20000.0,2.477001190185547,6825605
192,20000.0,2.2211408615112305,6825605
193,20000.0,2.40202260017395,6825605
194,20000.0,2.559020757675171,6825605
195,20000.0,2.545118570327759,6825605
196,20000.0,2.1410229206085205,6825605
197,20000.0,2.1680636405944824,6825605
198,20000.0,2.2151150703430176,6825605
199,20000.0,2.183999538421631,6825605
